label,text
gender_hate,مشكلتج ماخذه مقلب بنفسج والله وفي بني جنيك منو يدعسنا الي تهر بفلوس انتن متاع للرجل
identity-based,طاقيه ظلم وش اقرا وافهم
racisme,اتحداك تعطي طاءره واحده غزه المسيره لاهل غزه علما بان اسراءيل تجلد وتقتل فيكم يوميا انتم جبناء حتي عندكم سلاح
racisme,اسراءيل اصل الارهاب ومصدره
racisme,ستميه خرا عهالجمهوريه والف وستميه خرا عشعب هالجمهوريه
racisme,كلامج افهم اغلب الكويت هيلق
identity-based,انا ادري انكم بتاخذون الدوري عادي اعرفكم ماينشد فيكم الظهر
identity-based,انديه تفتخر بتعاقداتها والاتحاد يفتخر بعدد الرعاه فرق الطموح يبدو ان طموحهم جمع فلوس والجمهور الغلبان يبغا دوري
identity-based,يارجال نام نجيكم الكاستيا جلدناكم
identity-based,خلك علي الدوري صفر ابطال
identity-based,هصهصهصهصهصهصهصهصههصههصهصهصه والله نمتطيك نادي الموضه
identity-based,الميلانيه اغبي انك تناقشهم والله
identity-based,الحمدالله انكم تفتخرون بانكم سراق تقتلون النساء والاطفال عندما يغادر الرجال المدينه وتسرقون ناسها ولكم جراءه ان تبررون الافعال عاب قال ان الوهابيه والسلفيه داء علي المسلمين
racisme,تفو عليكم ياسعوديه بعتوا الكضيه شوي
identity-based,الطبل لاتنتقد الحميماتي وانت يادلخ كنت اداه وتمجده لين هبطتوا الاهلي الله ينتقم منكم معاه تري اشكالكم غبيه وغير مقبوله بالمشهد الان لاتحاولون تمحون قذارتكم ولءمكم وغدركم ماتنمحي
racisme,صدق الشاعر وكذب خونه الكويت
racisme,بعبع الجزاءر حاليا حل مره يزعزع مغربي عرش العنكبوت تبون
racisme,اخر شي علي رضي الله عنه قال اهل العراق ملءتم قلبي قيحا هسه طيب والله الحق الا يجلدكم ويصلبكم التصرفات جابوها الكم خليط دين جديد بعيد دين علي والحسن ورسوله
identity-based,يسولفون اكثر يلعبون استعراض سامج الحمدلله ارتحنا الوجيه الوذره الناقله للوهم
identity-based,انفاذا يطلبه الطواقي وخدمهم سبنال كريستيانو بطاقته الصفراء الاولي اول ابتسامه والله يستر لايطردونه
identity-based,ادواره الدفاعيه اللي تسبب بهدف ضد كرواتيا فاليورو عالعموم اللاعب ممتاز اصلا تقول ادواره الدفاعيه السباك اثرت وتلزقها فالدلخ انريكي مشكله
identity-based,الزقافنه علي خطي النهضاويين قفافه مطبلين لسيدهم
identity-based,الاسوا البزارين اللي بالخمسين يقللون منجز هلالي وطني ويحرضون الحكام ضده ويبحثون زلاته يدري العالم يعاف كره القدم السعوديه اعنيكم قروب الفطاير بحر جده الي الكويت رمتني بداءها وانسلت
racisme,خليكم بلبنان حبيبي انتو ملبكين ببيضتين هونيك بلد فاشل علي المقاييس شعبا وقياده خلي اوكرانيا بحالها عم تاكل قتله روسيا نيابه الغرب يلي كابب مءات المليارات الدولارات قادرين يوقفوا الاجتياح الروسي
identity-based,ماعندكم شغله وعمله ايران الدول مافي ايران صحافه مرتزقه
identity-based,اللعب عشواءي الله ياخذك انزاغي
racisme,قلع الله لسانك المطلقه اخرت الي ياخذ سعوديه واطيه اللسان والقيمه ويرميها السعودي رميه الكلاب وتجلس تنبح تويتر لانه كسرها بطلاقها تفوو قال صالحه قال
identity-based,لعنت حظك اليوم لانك ولدت اسره ثريه
racisme,تاتي بجديد عرفنا ذالك وفي واليوم جد الزيود
identity-based,الله اذكر مره ذكر حادثه يقولها الله اعلم بصحتها للاعب هلالي الباص يقول سنه حدثت سلملي علي الدنفسه
identity-based,شكرا اعترفتي بصحه كلامي متلوثه بالنسويه
racisme,يختار التركي شيطان حلف الناتو لايمكن تسميته معارضه مرتزق او خاءن لوطنه
racisme,شدخل البنات الكويتيات الحين شايفتهم تكلموا متخلفه يع لسانكم مايلعلع الا البنات الذكور ماتقدري تفكي فمك ختفو
identity-based,انت عضو شرف انت داعم للمدرج وعندك اثبات انت عندك اشتراك بالنادي اذا الجواب فانت نكره وماحد صوبك شوف نادي توطوط عنده
religion_hate,هه شلون سلفي وثمه كافر مافهمتي احسن سفاك للدماء علي مر التاريخ
racisme,صدق انك وقوي اسمك خالد وتتفلسف علي الزهارين جاهل
identity-based,لعنه الله وع تشاڤي ادري مذا يري عاهه بكل معني الكلمه بدلا ان يشرك بابلو توري الصغير امام قادس ليجهزه امام اليونايتد اشراك دابته روبيرتو هزلت
identity-based,تخسون ايها الهملق بدري عليكم تلعبون باذن الله خروج بكره الله يخلي تركي ال الشيخ اللي سهل شي والا تفحطون سنه ثانيه
identity-based,فعلا مافيا المانيه فرقه يوفينتوس انهم قدروا يحققوا الابطال
racisme,هه الزبوك منين زبك خره بعرضه للعراقي يقره كتاب يتصور نفسه مثقف حت الله ميجرعه وفوقها ذيل
identity-based,خونالدو المندعس حتي بالدوري السعودي مايجي ربع فينيسيوس
racisme,وقحين المصارف مرتاحين حكومه فاشله فاسده متامره بظل تفرض الحكومه شروط عقوبات عالمصارف بسايروهن بلد نتن
identity-based,غبي الزمالك اللي حيلاعب الترجيمش الاهلي انت بتسخنهم علي فريقك
identity-based,شد حيله المباراه الجايه بيجيب معه انجازات النصر كلها قلها انه تافه معليش معطيهم اكثر حجمهم
identity-based,وفريقكم يومه ضعيف هه
identity-based,ترا جيلهم الذهبي والي مزعجين امه محمد ومفقعين روسنا ماحقق الدوري الا مرتين بطوله قاريه تخيل عندهم جيل الهلال الي
